"study","station.x","operatn","year","X_WGS84","Y_WGS84","Tax_Div","Tax_Even","Tax_Rich","Abundance","i_ab","prop_i","logab","logabI","Strahler","Catchment6_size","Ships","Locks","Ports","local","Channelization","Agriculture_new","Urban_new","fric_new","feve_new","fdiv_new","Rip_Deg","ports_5k","locks_5k"
"Dutch","Dutch_grma09","Dutch_7000209_2006",2006,5.68378,50.87532,4.027624,0.5753749,7,27,22,0.8148148,3.295837,3.091042,"6",1.424686,-0.3320774,-0.09350681,1.655752,-0.7959505,1.100281,-1.238509,1.416668,0.3228857,0.532044,0.7492112,0.7959505,1.421512,1.186359
"Dutch","Dutch_grma10","Dutch_7000210_2006",2006,5.69578,50.86937,5.929825,0.6588694,9,26,17,0.6538462,3.258097,2.833213,"6",1.424686,-0.3320774,-0.09350681,1.655752,-0.8650247,1.100281,-1.376826,1.357834,0.3859747,0.615548,0.9408462,0.8650247,1.421512,1.186359
"Dutch","Dutch_grma11","Dutch_7000211_2006",2006,5.69598,50.87075,2.099738,0.2999625,7,80,64,0.8,4.382027,4.158883,"6",1.424686,-0.3320774,-0.09350681,1.655752,-0.8666569,1.100281,-1.37754,1.357241,0.29715,0.526475,0.8668958,0.8666569,1.421512,1.186359
"Dutch","Dutch_grma12","Dutch_7000212_2006",2006,5.6803,50.87922,2.509138,0.5018277,5,31,20,0.6451613,3.433987,2.995732,"6",1.424686,-0.3320774,-0.09350681,1.655752,-0.8650247,1.100281,-1.376826,1.357834,0.206472,0.287482,0.7229734,0.8650247,1.421512,1.186359
"Dutch","Dutch_rrij02","Dutch_7000064_2006",2006,6.06908,51.86472,3.696154,0.6160256,6,62,48,0.7741935,4.127134,3.871201,"7",0.6540914,1.550207,-0.5020629,0.4022348,-0.286513,-0.4632039,0.6237199,-0.2167442,0.05068738,0.520433,0.9566049,0.286513,-0.5615262,-0.4940378
"Dutch","Dutch_rrij02","Dutch_7000145_2006",2006,6.06932,51.86477,4.102136,0.5860194,7,94,71,0.7553191,4.543295,4.26268,"7",0.6540914,1.550207,-0.5020629,0.4022348,-0.286513,-0.4632039,0.6237199,-0.2167442,0.1118518,0.624507,0.8931333,0.286513,-0.5615262,-0.4940378
"Dutch","Dutch_rrij03","Dutch_7000143_2006",2006,6.0902,51.87,2.012279,0.3353799,6,279,228,0.8172043,5.631212,5.429346,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.7460087,0.06218346,0.7707457,-0.1140542,0.2162506,0.690007,0.8637588,0.7460087,-0.5615262,-0.4940378
"Dutch","Dutch_rrij03","Dutch_7000062_2006",2006,6.08357,51.8631,3.221893,0.6443787,5,66,48,0.7272727,4.189655,3.871201,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.7460087,0.06218346,0.7707457,-0.1140542,0.04664894,0.592689,0.9041717,0.7460087,-0.5615262,-0.4940378
"Dutch","Dutch_rrij04","Dutch_7000063_2006",2006,6.09122,51.87292,2.076574,0.2966534,7,80,68,0.85,4.382027,4.219508,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-1.063769,0.06218346,1.136078,0.113847,0.08276093,0.689335,0.9383844,1.063769,-0.5615262,-0.4940378
"Dutch","Dutch_rrij04","Dutch_7000142_2006",2006,6.08757,51.862,2.989026,0.4981709,6,247,170,0.6882591,5.509388,5.135798,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-1.063769,0.06218346,1.136078,0.113847,0.08276093,0.720525,0.8780637,1.063769,-0.5615262,-0.4940378
"Dutch","Dutch_rrij05","Dutch_7000067_2006",2006,6.07917,51.85883,2,1,2,2,2,1,0.6931472,0.6931472,"7",0.6540914,1.550207,-0.5020629,0.4022348,0.05040141,-0.4632039,0.7364641,-0.1305138,NA,NA,NA,-0.05040141,-0.5615262,-0.4940378
"Dutch","Dutch_rrij06","Dutch_7000066_2006",2006,6.07755,51.85725,1.978495,0.4946237,4,92,91,0.9891304,4.521789,4.51086,"7",0.6540914,1.550207,-0.5020629,0.4022348,-0.4365709,-0.4632039,0.7038094,-0.1549471,NA,NA,NA,0.4365709,-0.5615262,-0.4940378
"Dutch","Dutch_rrij06","Dutch_7000147_2006",2006,6.07792,51.8571,2.461538,0.8205128,3,8,4,0.5,2.079442,1.386294,"7",0.6540914,1.550207,-0.5020629,0.4022348,-0.4365709,-0.4632039,0.7038094,-0.1549471,NA,NA,NA,0.4365709,-0.5615262,-0.4940378
"Dutch","Dutch_rrij08","Dutch_7000068_2006",2006,6.12235,51.84912,5.696629,0.6329588,9,39,28,0.7179487,3.663562,3.332205,"7",0.6540914,1.550207,-0.5020629,0.4022348,-0.7256807,-0.4632039,1.023314,0.210743,0.196736,0.506893,0.8656536,0.7256807,-0.5615262,-0.4940378
"Dutch","Dutch_rrij08","Dutch_7000150_2006",2006,6.12285,51.84928,2.777778,0.9259259,3,5,2,0.4,1.609438,0.6931472,"7",0.6540914,1.550207,-0.5020629,0.4022348,-0.7256807,-0.4632039,1.023314,0.210743,NA,NA,NA,0.7256807,-0.5615262,-0.4940378
"Dutch","Dutch_rrij51","Dutch_7000061_2006",2006,6.05537,51.86608,1.18627,0.2965675,4,72,67,0.9305556,4.276666,4.204693,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.2320448,0.06218346,0.6510581,-0.2393452,0.01543587,0.010769,0.6296845,0.2320448,-0.5615262,-0.4940378
"Dutch","Dutch_rrij51","Dutch_7000141_2006",2006,6.05498,51.86612,2.666667,0.8888889,3,4,4,1,1.386294,1.386294,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.2320448,0.06218346,0.6510581,-0.2393452,NA,NA,NA,0.2320448,-0.5615262,-0.4940378
"Dutch","Dutch_rrij52","Dutch_7000060_2006",2006,6.05292,51.87087,1.229508,0.307377,4,30,29,0.9666667,3.401197,3.367296,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.3563684,0.06218346,0.6791498,-0.1960551,0.008990645,0.027146,0.6889322,0.3563684,-0.5615262,-0.4940378
"Dutch","Dutch_rrij52","Dutch_7000140_2006",2006,6.05425,51.87168,1,1,1,2,2,1,0.6931472,0.6931472,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.3563684,0.06218346,0.6791498,-0.1960551,NA,NA,NA,0.3563684,-0.5615262,-0.4940378
"Dutch","Dutch_rrij53","Dutch_7000138_2006",2006,6.09228,51.85945,1.324324,0.6621622,2,14,14,1,2.639057,2.639057,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-1.063769,0.06218346,1.043034,0.03397415,NA,NA,NA,1.063769,-0.5615262,-0.4940378
"Dutch","Dutch_rrijex","Dutch_7000148_2006",2006,6.08962,51.85523,2.87505,0.9583499,3,85,53,0.6235294,4.442651,3.970292,"7",0.6540914,1.550207,-0.5020629,0.4022348,0.2702116,-0.4632039,0.7805858,-0.1032249,NA,NA,NA,-0.2702116,-0.5615262,-0.4940378
"Dutch","Dutch_rrijex","Dutch_7000070_2006",2006,6.0891,51.85587,2.085352,0.2317057,9,219,197,0.8995434,5.389072,5.283204,"7",0.6540914,1.550207,-0.5020629,0.4022348,0.2702116,-0.4632039,0.7805858,-0.1032249,0.08679937,0.474958,0.8913528,-0.2702116,-0.5615262,-0.4940378
"Dutch","Dutch_begi01","Dutch_7003502_2007",2007,5.86893,52.58223,3.273882,0.4092352,8,77,43,0.5584416,4.343805,3.7612,"canal",-0.8762373,-0.1988754,-0.5020629,-0.8512827,-0.4795682,-0.04776551,1.221086,0.4807471,0.2567062,0.404483,0.8942358,0.4795682,1.421512,-0.4940378
"Dutch","Dutch_begi02","Dutch_7003501_2007",2007,5.86807,52.5818,4.433908,0.4030825,11,175,101,0.5771429,5.164786,4.615121,"canal",-0.8762373,-0.1988754,-0.5020629,-0.8512827,-0.5196431,-0.04776551,1.305243,0.6185103,0.3313545,0.28636,0.6962728,0.5196431,1.421512,-0.4940378
"Dutch","Dutch_begi03","Dutch_7003503_2007",2007,5.87648,52.5703,2.600674,0.3715249,7,147,133,0.9047619,4.990433,4.890349,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,-0.8789707,0.2896357,1.210629,0.9802097,0.2162506,0.501129,0.9190044,0.8789707,1.421512,-0.4940378
"Dutch","Dutch_begi04","Dutch_7003504_2007",2007,5.89415,52.57058,5.090909,0.6363636,8,28,23,0.8214286,3.332205,3.135494,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,-0.6151959,0.2896357,0.4515501,1.337297,0.3935138,0.623982,0.8647511,0.6151959,1.421512,-0.4940378
"Dutch","Dutch_begi05","Dutch_7003505_2007",2007,5.89533,52.57115,2.831599,0.3539499,8,133,54,0.406015,4.890349,3.988984,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,-0.6166006,0.2896357,0.4244898,1.337485,0.1118518,0.584198,0.9406697,0.6166006,1.421512,-0.4940378
"Dutch","Dutch_begi06","Dutch_7003512_2007",2007,5.92773,52.55085,5.619883,0.6244314,9,31,24,0.7741935,3.433987,3.178054,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,-0.5198448,0.2896357,0.2900432,0.9561994,0.367265,0.451845,0.8052506,0.5198448,1.421512,-0.4940378
"Dutch","Dutch_begi07","Dutch_7003511_2007",2007,5.92603,52.55112,4.55536,0.455536,10,72,54,0.75,4.276666,3.988984,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,-0.5342526,0.2896357,0.2721286,0.9752984,0.2973033,0.473801,0.7203766,0.5342526,1.421512,-0.4940378
"Dutch","Dutch_begi08","Dutch_7003509_2007",2007,5.94097,52.53955,4,0.8,5,12,9,0.75,2.484907,2.197225,"canal",-0.8762373,-0.5215689,-0.09350681,0.4022348,-0.9112663,-0.08981222,2.195554,0.6999797,0.276573,0.711726,0.7667828,0.9112663,1.421512,-0.4940378
"Dutch","Dutch_begi09","Dutch_7003510_2007",2007,5.94485,52.53937,4.192625,0.4192625,10,204,118,0.5784314,5.31812,4.770685,"canal",-0.8762373,-0.5215689,-0.09350681,0.4022348,-0.9112755,-0.08981222,2.249555,0.6955084,0.2577326,0.262269,0.7646307,0.9112755,1.421512,-0.4940378
"Dutch","Dutch_begi10","Dutch_7003507_2007",2007,5.95878,52.52178,3.071907,0.6143815,5,71,65,0.915493,4.26268,4.174387,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,0.04509551,0.2896357,0.9498666,0.8610593,0.1240179,0.647122,0.8841692,-0.04509551,-0.5615262,-0.4940378
"Dutch","Dutch_begi11","Dutch_7003506_2007",2007,5.95752,52.5212,3.358209,0.6716418,5,15,14,0.9333333,2.70805,2.639057,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,-0.1483884,0.2896357,1.041582,0.8392671,0.1671242,0.564057,0.7169003,0.1483884,-0.5615262,-0.4940378
"Dutch","Dutch_begi12","Dutch_7003508_2007",2007,5.95868,52.51718,3.739116,0.3739116,10,304,255,0.8388158,5.717028,5.541264,"canal",-0.8762373,-0.5215689,-0.09350681,0.4022348,-0.9112787,-0.08981222,2.251142,0.6941615,0.1996211,0.444625,0.8299701,0.9112787,-0.5615262,-0.4940378
"Dutch","Dutch_begi51","Dutch_7003515_2007",2007,5.86628,52.58362,4.571429,0.9142857,5,8,7,0.875,2.079442,1.94591,"canal",-0.8762373,-0.1988754,-0.5020629,-0.8512827,-0.5078376,-0.04776551,1.249278,0.4954826,0.1122764,0.780328,0.7457784,0.5078376,1.421512,-0.4940378
"Dutch","Dutch_begi53","Dutch_7003513_2007",2007,5.89133,52.57312,2.777778,0.6944444,4,10,9,0.9,2.302585,2.197225,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,-0.9964713,0.2896357,1.206125,1.168939,0.1653,0.301638,0.8053296,0.9964713,1.421512,-0.4940378
"Dutch","Dutch_begi54","Dutch_7003517_2007",2007,5.9455,52.53962,1,1,1,2,2,1,0.6931472,0.6931472,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,-0.04923208,0.2896357,0.9880566,0.8601168,NA,NA,NA,0.04923208,1.421512,-0.4940378
"Dutch","Dutch_begi55","Dutch_7003516_2007",2007,5.93353,52.54053,3.6,0.9,4,6,4,0.6666667,1.791759,1.386294,"canal",-0.8762373,-0.2812308,-0.09350681,0.4022348,0.3803934,0.2896357,0.8875722,0.8959438,0.07157454,0.505225,0.8992439,-0.3803934,1.421512,-0.4940378
"Dutch","Dutch_begi56","Dutch_7003518_2007",2007,5.95863,52.52998,1,1,1,1,1,1,0,0,"canal",-0.8762373,-0.5215689,-0.09350681,0.4022348,-0.8766777,-0.08981222,2.147801,0.7156304,NA,NA,NA,0.8766777,-0.5615262,-0.4940378
"Dutch","Dutch_begi57","Dutch_7003519_2007",2007,5.9569,52.52145,2,1,2,2,1,0.5,0.6931472,0,"canal",-0.8762373,-0.5215689,-0.09350681,0.4022348,-0.8374066,-0.08981222,2.464828,0.6803441,NA,NA,NA,0.8374066,-0.5615262,-0.4940378
"Dutch","Dutch_bogi01","Dutch_7003684_2007",2007,5.95292,51.9651,2.777778,0.9259259,3,5,5,1,1.609438,1.609438,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.3860156,0.06218346,-1.108664,1.679587,NA,NA,NA,0.3860156,1.421512,-0.4940378
"Dutch","Dutch_bogi02","Dutch_7003601_2007",2007,5.95363,51.96513,2,1,2,2,2,1,0.6931472,0.6931472,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.4281314,0.06218346,-1.097415,1.634978,NA,NA,NA,0.4281314,1.421512,-0.4940378
"Dutch","Dutch_bogi02","Dutch_7003683_2007",2007,5.95363,51.96512,1.384615,0.6923077,2,6,6,1,1.791759,1.791759,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.4281314,0.06218346,-1.097415,1.634978,NA,NA,NA,0.4281314,1.421512,-0.4940378
"Dutch","Dutch_bogi03","Dutch_7003682_2007",2007,6.00503,51.98787,1.8,0.9,2,3,3,1,1.098612,1.098612,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.546299,0.06218346,0.1721806,0.8617257,NA,NA,NA,0.546299,-0.5615262,-0.4940378
"Dutch","Dutch_bogi04","Dutch_7003599_2007",2007,6.00522,51.98967,1.8,0.9,2,6,6,1,1.791759,1.791759,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.5499592,0.06218346,0.1824373,0.8629111,NA,NA,NA,0.5499592,-0.5615262,-0.4940378
"Dutch","Dutch_bogi04","Dutch_7003681_2007",2007,6.0048,51.9883,3.6,0.9,4,6,5,0.8333333,1.791759,1.609438,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.5499592,0.06218346,0.1824373,0.8629111,0.02441659,0.455238,0.9125374,0.5499592,-0.5615262,-0.4940378
"Dutch","Dutch_bogi05","Dutch_7003680_2007",2007,6.04462,52.00423,6,1,6,6,3,0.5,1.791759,1.098612,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,0.9826437,0.06218346,0.3651395,-0.2448432,0.09613885,0.50617,0.7993598,-0.9826437,-0.5615262,-0.4940378
"Dutch","Dutch_bogi06","Dutch_7003679_2007",2007,6.045,52.00398,1,1,1,4,4,1,1.386294,1.386294,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,0.9348792,0.06218346,0.4045593,-0.2114663,NA,NA,NA,-0.9348792,-0.5615262,-0.4940378
"Dutch","Dutch_bogi07","Dutch_7003595_2007",2007,6.07812,52.00483,2.777778,0.9259259,3,5,3,0.6,1.609438,1.098612,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,0.7572158,0.06218346,0.824429,0.06635198,NA,NA,NA,-0.7572158,-0.5615262,-0.4940378
"Dutch","Dutch_bogi07","Dutch_7003678_2007",2007,6.07833,52.00563,1,1,1,1,1,1,0,0,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,0.7572158,0.06218346,0.824429,0.06635198,NA,NA,NA,-0.7572158,-0.5615262,-0.4940378
"Dutch","Dutch_bogi08","Dutch_7003677_2007",2007,6.07797,52.00538,2.909091,0.7272727,4,8,7,0.875,2.079442,1.94591,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,0.7606946,0.06218346,0.7793154,0.03690803,0.01810038,0.302944,0.7341335,-0.7606946,-0.5615262,-0.4940378
"Dutch","Dutch_bogi08","Dutch_7003596_2007",2007,6.07832,52.00445,1,1,1,1,0,0,0,0,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,0.7606946,0.06218346,0.7793154,0.03690803,NA,NA,NA,-0.7606946,-0.5615262,-0.4940378
"Dutch","Dutch_bogi09","Dutch_7003594_2007",2007,6.11413,52.00277,1,1,1,2,0,0,0.6931472,0,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.7462552,0.06218346,1.5567,0.9010951,NA,NA,NA,0.7462552,-0.5615262,-0.4940378
"Dutch","Dutch_bogi09","Dutch_7003675_2007",2007,6.11458,52.0037,2.461538,0.8205128,3,8,8,1,2.079442,2.079442,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.7462552,0.06218346,1.5567,0.9010951,NA,NA,NA,0.7462552,-0.5615262,-0.4940378
"Dutch","Dutch_bogi10","Dutch_7003676_2007",2007,6.114,52.00318,1.609524,0.5365079,3,13,12,0.9230769,2.564949,2.484907,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.7477578,0.06218346,1.563802,0.9016609,NA,NA,NA,0.7477578,-0.5615262,-0.4940378
"Dutch","Dutch_bogi11","Dutch_7003592_2007",2007,6.1289,52.00752,2.549445,0.3642065,7,263,249,0.9467681,5.572154,5.517453,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.7516792,0.06218346,1.651073,0.9267951,0.2162506,0.474399,0.9197065,0.7516792,-0.5615262,-0.4940378
"Dutch","Dutch_bogi11","Dutch_7003674_2007",2007,6.13277,52.01083,2.998003,0.3331114,9,257,230,0.8949416,5.549076,5.438079,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.7516792,0.06218346,1.651073,0.9267951,0.2444167,0.487404,0.9112243,0.7516792,-0.5615262,-0.4940378
"Dutch","Dutch_bogi12","Dutch_7003589_2007",2007,6.1463,52.04085,1.741369,0.2902282,6,251,225,0.8964143,5.525453,5.4161,"canal",-0.8762373,-0.1039168,-0.5020629,-0.8512827,-0.8866626,-0.4665308,1.671944,0.9174746,0.08276093,0.683115,0.9609273,0.8866626,-0.5615262,-0.4940378
"Dutch","Dutch_bogi12","Dutch_7003671_2007",2007,6.14552,52.03998,2.273665,0.2526294,9,210,174,0.8285714,5.347108,5.159055,"canal",-0.8762373,-0.1039168,-0.5020629,-0.8512827,-0.8866626,-0.4665308,1.671944,0.9174746,0.2162506,0.375248,0.9579071,0.8866626,-0.5615262,-0.4940378
"Dutch","Dutch_bogi13","Dutch_7003591_2007",2007,6.12068,52.0346,2.331034,0.4662069,5,26,22,0.8461538,3.258097,3.091042,"canal",-0.8762373,-0.1039168,-0.5020629,-0.8512827,-0.8371004,-0.4665308,1.01482,0.7418042,0.01034125,0.111793,0.7839812,0.8371004,-0.5615262,-0.4940378
"Dutch","Dutch_bogi13","Dutch_7003673_2007",2007,6.1207,52.0346,2.655738,0.5311475,5,18,18,1,2.890372,2.890372,"canal",-0.8762373,-0.1039168,-0.5020629,-0.8512827,-0.8371004,-0.4665308,1.01482,0.7418042,0.1641758,0.524668,0.6132181,0.8371004,-0.5615262,-0.4940378
"Dutch","Dutch_bogi14","Dutch_7003590_2007",2007,6.11883,52.03555,2,1,2,2,2,1,0.6931472,0.6931472,"canal",-0.8762373,-0.1039168,-0.5020629,-0.8512827,-0.7559961,-0.4665308,1.081915,0.8041399,NA,NA,NA,0.7559961,-0.5615262,-0.4940378
"Dutch","Dutch_bogi51","Dutch_7003579_2007",2007,5.95255,51.96397,1.279671,0.426557,3,33,33,1,3.496508,3.496508,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.4039224,0.06218346,-1.045834,1.627166,NA,NA,NA,0.4039224,1.421512,-0.4940378
"Dutch","Dutch_bogi51","Dutch_7003662_2007",2007,5.95225,51.96342,1.586854,0.5289515,3,26,26,1,3.258097,3.258097,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.4039224,0.06218346,-1.045834,1.627166,NA,NA,NA,0.4039224,1.421512,-0.4940378
"Dutch","Dutch_bogi52","Dutch_7003580_2007",2007,6.00172,51.98137,1.356808,0.3392019,4,34,33,0.9705882,3.526361,3.496508,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.6208309,0.06218346,0.02332737,1.219707,0.1122764,0.376933,0.712194,0.6208309,1.421512,-0.4940378
"Dutch","Dutch_bogi52","Dutch_7003663_2007",2007,6.00102,51.98043,1.352,0.676,2,13,13,1,2.564949,2.564949,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.6208309,0.06218346,0.02332737,1.219707,NA,NA,NA,0.6208309,1.421512,-0.4940378
"Dutch","Dutch_bogi53","Dutch_7003664_2007",2007,6.0447,52.00642,1.6,0.8,2,4,4,1,1.386294,1.386294,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,0.4893043,0.06218346,0.2558272,-0.292929,NA,NA,NA,-0.4893043,-0.5615262,-0.4940378
"Dutch","Dutch_bogi53","Dutch_7003588_2007",2007,6.04498,52.00675,1.97561,0.9878049,2,9,9,1,2.197225,2.197225,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,0.4893043,0.06218346,0.2558272,-0.292929,NA,NA,NA,-0.4893043,-0.5615262,-0.4940378
"Dutch","Dutch_bogi54","Dutch_7003587_2007",2007,6.1128,52.00147,2.109159,0.4218319,5,41,41,1,3.713572,3.713572,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.7065064,0.06218346,1.588005,0.9110895,0.2562683,0.23567,0.9383225,0.7065064,-0.5615262,-0.4940378
"Dutch","Dutch_bogi54","Dutch_7003665_2007",2007,6.1122,51.99995,2.314286,0.7714286,3,9,9,1,2.197225,2.197225,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-0.7065064,0.06218346,1.588005,0.9110895,NA,NA,NA,0.7065064,-0.5615262,-0.4940378
"Dutch","Dutch_bogi55","Dutch_7003666_2007",2007,6.13138,52.02053,1.614987,0.538329,3,25,25,1,3.218876,3.218876,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-1.056884,0.06218346,1.604035,0.955026,NA,NA,NA,1.056884,-0.5615262,-0.4940378
"Dutch","Dutch_bogi55","Dutch_7003585_2007",2007,6.13137,52.0205,1.142132,0.571066,2,15,15,1,2.70805,2.70805,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-1.056884,0.06218346,1.604035,0.955026,NA,NA,NA,1.056884,-0.5615262,-0.4940378
"Dutch","Dutch_bogi56","Dutch_7003584_2007",2007,6.11777,52.03505,1.470588,0.7352941,2,5,5,1,1.609438,1.609438,"canal",-0.8762373,-0.1039168,-0.5020629,-0.8512827,-0.7377052,-0.4665308,1.088501,0.8309167,NA,NA,NA,0.7377052,-0.5615262,-0.4940378
"Dutch","Dutch_bogi56","Dutch_7003669_2007",2007,6.11715,52.03525,1,1,1,1,1,1,0,0,"canal",-0.8762373,-0.1039168,-0.5020629,-0.8512827,-0.7377052,-0.4665308,1.088501,0.8309167,NA,NA,NA,0.7377052,-0.5615262,-0.4940378
"Dutch","Dutch_bogi57","Dutch_7003583_2007",2007,6.12675,52.03442,2.212766,0.3687943,6,52,42,0.8076923,3.951244,3.73767,"canal",-0.8762373,-0.1039168,-0.5020629,-0.8512827,-0.8170963,-0.4665308,1.378268,0.9728032,0.21742,0.628367,0.9123148,0.8170963,-0.5615262,-0.4940378
"Dutch","Dutch_bogi57","Dutch_7003668_2007",2007,6.12682,52.03445,2.052503,0.5131258,4,41,33,0.804878,3.713572,3.496508,"canal",-0.8762373,-0.1039168,-0.5020629,-0.8512827,-0.8170963,-0.4665308,1.378268,0.9728032,0.2162506,0.836664,0.8412582,0.8170963,-0.5615262,-0.4940378
"Dutch","Dutch_bogi58","Dutch_7003670_2007",2007,6.1553,52.02583,1.411765,0.4705882,3,12,12,1,2.484907,2.484907,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-1.044207,0.06218346,1.809923,0.9607118,NA,NA,NA,1.044207,-0.5615262,-0.4940378
"Dutch","Dutch_bogi58","Dutch_7003582_2007",2007,6.15393,52.02498,1.202484,0.4008282,3,44,44,1,3.78419,3.78419,"canal",-0.8762373,0.8409846,-0.5020629,0.4022348,-1.044207,0.06218346,1.809923,0.9607118,NA,NA,NA,1.044207,-0.5615262,-0.4940378
"Dutch","Dutch_bone01","Dutch_7003537_2007",2007,5.93753,51.95777,3.252252,0.6504505,5,19,15,0.7894737,2.944439,2.70805,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.6511329,0.06218346,-1.159172,1.316674,0.1118518,0.624444,0.8285106,0.6511329,1.421512,-0.4940378
"Dutch","Dutch_bone01","Dutch_7003620_2007",2007,5.93725,51.9579,3.789474,0.6315789,6,12,10,0.8333333,2.484907,2.302585,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.6511329,0.06218346,-1.159172,1.316674,0.2015747,0.346013,0.8218699,0.6511329,1.421512,-0.4940378
"Dutch","Dutch_bone02","Dutch_7003621_2007",2007,5.93768,51.95787,1,1,1,1,1,1,0,0,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.6638685,0.06218346,-1.110428,1.267216,NA,NA,NA,0.6638685,1.421512,-0.4940378
"Dutch","Dutch_bone03","Dutch_7003539_2007",2007,5.93862,51.95777,1.645214,0.2056517,8,78,67,0.8589744,4.356709,4.204693,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.651754,0.06218346,-1.132965,1.303125,0.2081202,0.57219,0.9540418,0.651754,1.421512,-0.4940378
"Dutch","Dutch_bone03","Dutch_7003622_2007",2007,5.93862,51.95785,3.116608,0.7791519,4,42,26,0.6190476,3.73767,3.258097,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.651754,0.06218346,-1.132965,1.303125,NA,NA,NA,0.651754,1.421512,-0.4940378
"Dutch","Dutch_bone04","Dutch_7003536_2007",2007,5.93732,51.96453,6.230769,0.8901099,7,9,5,0.5555556,2.197225,1.609438,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-1.063769,0.06218346,-1.619537,1.867693,0.08276093,0.756823,0.7478799,1.063769,1.421512,-0.4940378
"Dutch","Dutch_bone04","Dutch_7003619_2007",2007,5.93755,51.96473,2.730519,0.4550866,6,58,54,0.9310345,4.060443,3.988984,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-1.063769,0.06218346,-1.619537,1.867693,0.08276093,0.480685,0.9580541,1.063769,1.421512,-0.4940378
"Dutch","Dutch_bone05","Dutch_7003535_2007",2007,5.91307,51.97432,2.777457,0.3967795,7,62,50,0.8064516,4.127134,3.912023,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.8946504,0.06218346,-1.818046,1.924073,0.1118518,0.531972,0.9145832,0.8946504,1.421512,-0.4940378
"Dutch","Dutch_bone05","Dutch_7003618_2007",2007,5.9123,51.9748,2.383784,0.5959459,4,21,8,0.3809524,3.044522,2.079442,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.8946504,0.06218346,-1.818046,1.924073,NA,NA,NA,0.8946504,1.421512,-0.4940378
"Dutch","Dutch_bone06","Dutch_7003534_2007",2007,5.91247,51.9744,3.840909,0.6401515,6,26,24,0.9230769,3.258097,3.178054,"7",0.6540914,0.8409846,-0.5020629,0.4022348,-0.9014099,0.06218346,-1.85078,1.948856,0.1128781,0.540554,0.9083531,0.9014099,1.421512,-0.4940378
